"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Female"	"F"	"57 years"	"57"	12654	2274643	556.3
	"2018"	"2018"	"Female"	"F"	"58 years"	"58"	13478	2287131	589.3
	"2018"	"2018"	"Female"	"F"	"59 years"	"59"	14295	2216349	645.0
	"2018"	"2018"	"Female"	"F"	"60 years"	"60"	15164	2204821	687.8
	"2018"	"2018"	"Female"	"F"	"61 years"	"61"	16209	2184082	742.1
	"2018"	"2018"	"Female"	"F"	"62 years"	"62"	16737	2109543	793.4
	"2018"	"2018"	"Female"	"F"	"63 years"	"63"	17658	2091595	844.2
	"2018"	"2018"	"Female"	"F"	"64 years"	"64"	18093	2012074	899.2
	"2018"	"2018"	"Female"	"F"	"65 years"	"65"	18893	1935507	976.1
	"2018"	"2018"	"Female"	"F"	"66 years"	"66"	19488	1857985	1048.9
	"2018"	"2018"	"Female"	"F"	"67 years"	"67"	20398	1803359	1131.1
	"2018"	"2018"	"Female"	"F"	"68 years"	"68"	21238	1755485	1209.8
	"2018"	"2018"	"Female"	"F"	"69 years"	"69"	22681	1699744	1334.4
	"2018"	"2018"	"Female"	"F"	"70 years"	"70"	24851	1674714	1483.9
	"2018"	"2018"	"Female"	"F"	"71 years"	"71"	27574	1738342	1586.2
	"2018"	"2018"	"Female"	"F"	"72 years"	"72"	23635	1285319	1838.8
	"2018"	"2018"	"Female"	"F"	"73 years"	"73"	24854	1266423	1962.5
	"2018"	"2018"	"Female"	"F"	"74 years"	"74"	27255	1229353	2217.0
	"2018"	"2018"	"Female"	"F"	"75 years"	"75"	30233	1251144	2416.4
	"2018"	"2018"	"Female"	"F"	"76 years"	"76"	29114	1087069	2678.2
	"2018"	"2018"	"Female"	"F"	"77 years"	"77"	29172	991039	2943.6
	"2018"	"2018"	"Female"	"F"	"78 years"	"78"	29931	929716	3219.4
	"2018"	"2018"	"Female"	"F"	"79 years"	"79"	31323	863424	3627.8
	"2018"	"2018"	"Female"	"F"	"80 years"	"80"	32969	821411	4013.7
	"2018"	"2018"	"Female"	"F"	"81 years"	"81"	33960	749613	4530.3
	"2018"	"2018"	"Female"	"F"	"82 years"	"82"	35918	707051	5080.0
	"2018"	"2018"	"Female"	"F"	"83 years"	"83"	37682	669490	5628.5
	"2018"	"2018"	"Female"	"F"	"84 years"	"84"	37715	589377	6399.1
	"2018"	"2018"	"Female"	"F"	"85 years"	"85"	39910	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"86 years"	"86"	41504	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"87 years"	"87"	43316	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"88 years"	"88"	44841	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"89 years"	"89"	44546	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"90 years"	"90"	44795	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"91 years"	"91"	43599	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"92 years"	"92"	40559	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"93 years"	"93"	38039	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"94 years"	"94"	34273	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"95 years"	"95"	29842	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"96 years"	"96"	25380	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"97 years"	"97"	20824	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"98 years"	"98"	15743	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"99 years"	"99"	11237	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"100+ years"	"100"	24554	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"< 1 year"	"0"	12068	1968505	613.1
	"2018"	"2018"	"Male"	"M"	"1 year"	"1"	831	2001387	41.5
	"2018"	"2018"	"Male"	"M"	"2 years"	"2"	612	2040071	30.0
	"2018"	"2018"	"Male"	"M"	"3 years"	"3"	454	2064235	22.0
	"2018"	"2018"	"Male"	"M"	"4 years"	"4"	346	2058004	16.8
	"2018"	"2018"	"Male"	"M"	"5 years"	"5"	294	2049511	14.3
	"2018"	"2018"	"Male"	"M"	"6 years"	"6"	248	2052229	12.1
	"2018"	"2018"	"Male"	"M"	"7 years"	"7"	243	2076156	11.7
	"2018"	"2018"	"Male"	"M"	"8 years"	"8"	236	2069621	11.4
	"2018"	"2018"	"Male"	"M"	"9 years"	"9"	265	2068473	12.8
	"2018"	"2018"	"Male"	"M"	"10 years"	"10"	249	2134896	11.7
	"2018"	"2018"	"Male"	"M"	"11 years"	"11"	247	2146785	11.5
	"2018"	"2018"	"Male"	"M"	"12 years"	"12"	337	2129623	15.8
	"2018"	"2018"	"Male"	"M"	"13 years"	"13"	393	2121925	18.5
	"2018"	"2018"	"Male"	"M"	"14 years"	"14"	569	2125611	26.8
	"2018"	"2018"	"Male"	"M"	"15 years"	"15"	789	2111626	37.4
	"2018"	"2018"	"Male"	"M"	"16 years"	"16"	1021	2106746	48.5
	"2018"	"2018"	"Male"	"M"	"17 years"	"17"	1434	2165445	66.2
	"2018"	"2018"	"Male"	"M"	"18 years"	"18"	1971	2209794	89.2
	"2018"	"2018"	"Male"	"M"	"19 years"	"19"	2165	2181297	99.3
	"2018"	"2018"	"Male"	"M"	"20 years"	"20"	2383	2186613	109.0
	"2018"	"2018"	"Male"	"M"	"21 years"	"21"	2775	2193614	126.5
	"2018"	"2018"	"Male"	"M"	"22 years"	"22"	2950	2219586	132.9
	"2018"	"2018"	"Male"	"M"	"23 years"	"23"	3142	2276330	138.0
	"2018"	"2018"	"Male"	"M"	"24 years"	"24"	3378	2325404	145.3
	"2018"	"2018"	"Male"	"M"	"25 years"	"25"	3546	2365722	149.9
	"2018"	"2018"	"Male"	"M"	"26 years"	"26"	3772	2421037	155.8
	"2018"	"2018"	"Male"	"M"	"27 years"	"27"	4117	2451655	167.9
	"2018"	"2018"	"Male"	"M"	"28 years"	"28"	4142	2439423	169.8
	"2018"	"2018"	"Male"	"M"	"29 years"	"29"	4052	2341001	173.1
	"2018"	"2018"	"Male"	"M"	"30 years"	"30"	4198	2282299	183.9
	"2018"	"2018"	"Male"	"M"	"31 years"	"31"	4089	2241062	182.5
	"2018"	"2018"	"Male"	"M"	"32 years"	"32"	4235	2245454	188.6
	"2018"	"2018"	"Male"	"M"	"33 years"	"33"	4338	2252017	192.6
	"2018"	"2018"	"Male"	"M"	"34 years"	"34"	4375	2171039	201.5
	"2018"	"2018"	"Male"	"M"	"35 years"	"35"	4697	2195500	213.9
	"2018"	"2018"	"Male"	"M"	"36 years"	"36"	4696	2185835	214.8
	"2018"	"2018"	"Male"	"M"	"37 years"	"37"	4879	2154545	226.5
	"2018"	"2018"	"Male"	"M"	"38 years"	"38"	5124	2201174	232.8
	"2018"	"2018"	"Male"	"M"	"39 years"	"39"	5127	2053136	249.7
	"2018"	"2018"	"Male"	"M"	"40 years"	"40"	5040	2008548	250.9
	"2018"	"2018"	"Male"	"M"	"41 years"	"41"	5198	1979715	262.6
	"2018"	"2018"	"Male"	"M"	"42 years"	"42"	5196	1920426	270.6
	"2018"	"2018"	"Male"	"M"	"43 years"	"43"	5489	1980368	277.2
	"2018"	"2018"	"Male"	"M"	"44 years"	"44"	5930	1908353	310.7
	"2018"	"2018"	"Male"	"M"	"45 years"	"45"	6477	1928049	335.9
	"2018"	"2018"	"Male"	"M"	"46 years"	"46"	7310	2015066	362.8
	"2018"	"2018"	"Male"	"M"	"47 years"	"47"	8172	2125627	384.5
	"2018"	"2018"	"Male"	"M"	"48 years"	"48"	8719	2157491	404.1
	"2018"	"2018"	"Male"	"M"	"49 years"	"49"	9291	2037762	455.9
	"2018"	"2018"	"Male"	"M"	"50 years"	"50"	9701	1989936	487.5
	"2018"	"2018"	"Male"	"M"	"51 years"	"51"	10605	1982590	534.9
	"2018"	"2018"	"Male"	"M"	"52 years"	"52"	11936	2016677	591.9
	"2018"	"2018"	"Male"	"M"	"53 years"	"53"	13554	2131415	635.9
	"2018"	"2018"	"Male"	"M"	"54 years"	"54"	15265	2156589	707.8
	"2018"	"2018"	"Male"	"M"	"55 years"	"55"	16734	2145020	780.1
	"2018"	"2018"	"Male"	"M"	"56 years"	"56"	18158	2132558	851.5
	"2018"	"2018"	"Male"	"M"	"57 years"	"57"	19889	2148167	925.9
	"2018"	"2018"	"Male"	"M"	"58 years"	"58"	21133	2165907	975.7
	"2018"	"2018"	"Male"	"M"	"59 years"	"59"	22347	2077675	1075.6
	"2018"	"2018"	"Male"	"M"	"60 years"	"60"	23537	2054540	1145.6
	"2018"	"2018"	"Male"	"M"	"61 years"	"61"	25083	2018812	1242.5
	"2018"	"2018"	"Male"	"M"	"62 years"	"62"	26097	1933853	1349.5
	"2018"	"2018"	"Male"	"M"	"63 years"	"63"	27437	1908640	1437.5
	"2018"	"2018"	"Male"	"M"	"64 years"	"64"	27858	1813691	1536.0
	"2018"	"2018"	"Male"	"M"	"65 years"	"65"	28364	1734093	1635.7
	"2018"	"2018"	"Male"	"M"	"66 years"	"66"	29154	1658451	1757.9
	"2018"	"2018"	"Male"	"M"	"67 years"	"67"	29459	1595396	1846.5
	"2018"	"2018"	"Male"	"M"	"68 years"	"68"	29869	1552348	1924.1
	"2018"	"2018"	"Male"	"M"	"69 years"	"69"	31702	1494525	2121.2
	"2018"	"2018"	"Male"	"M"	"70 years"	"70"	33290	1469752	2265.0
	"2018"	"2018"	"Male"	"M"	"71 years"	"71"	36251	1522210	2381.5
	"2018"	"2018"	"Male"	"M"	"72 years"	"72"	30308	1106964	2737.9
	"2018"	"2018"	"Male"	"M"	"73 years"	"73"	31179	1078210	2891.7
	"2018"	"2018"	"Male"	"M"	"74 years"	"74"	33335	1034136	3223.5
	"2018"	"2018"	"Male"	"M"	"75 years"	"75"	36291	1042460	3481.3
	"2018"	"2018"	"Male"	"M"	"76 years"	"76"	34251	890943	3844.4
	"2018"	"2018"	"Male"	"M"	"77 years"	"77"	33845	795142	4256.5
	"2018"	"2018"	"Male"	"M"	"78 years"	"78"	33257	736686	4514.4
	"2018"	"2018"	"Male"	"M"	"79 years"	"79"	34328	679443	5052.4
	"2018"	"2018"	"Male"	"M"	"80 years"	"80"	35018	630172	5556.9
	"2018"	"2018"	"Male"	"M"	"81 years"	"81"	34624	561875	6162.2
	"2018"	"2018"	"Male"	"M"	"82 years"	"82"	35372	517114	6840.3
	"2018"	"2018"	"Male"	"M"	"83 years"	"83"	35491	474179	7484.7
	"2018"	"2018"	"Male"	"M"	"84 years"	"84"	34711	407026	8528.0
	"2018"	"2018"	"Male"	"M"	"85 years"	"85"	35113	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"86 years"	"86"	35139	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"87 years"	"87"	34673	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"88 years"	"88"	34258	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"89 years"	"89"	31816	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"90 years"	"90"	29999	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"91 years"	"91"	27236	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"92 years"	"92"	23641	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"93 years"	"93"	20766	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"94 years"	"94"	17162	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"95 years"	"95"	13731	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"96 years"	"96"	10958	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"97 years"	"97"	8084	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"98 years"	"98"	5564	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"99 years"	"99"	3483	Not Applicable	Not Applicable
	"2018"	"2018"	"Male"	"M"	"100+ years"	"100"	5695	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"< 1 year"	"0"	9247	1847935	500.4
	"2019"	"2019"	"Female"	"F"	"1 year"	"1"	649	1871014	34.7
	"2019"	"2019"	"Female"	"F"	"2 years"	"2"	401	1916500	20.9
	"2019"	"2019"	"Female"	"F"	"3 years"	"3"	320	1955655	16.4
	"2019"	"2019"	"Female"	"F"	"4 years"	"4"	265	1976372	13.4
	"2019"	"2019"	"Female"	"F"	"5 years"	"5"	245	1967081	12.5
	"2019"	"2019"	"Female"	"F"	"6 years"	"6"	224	1964271	11.4
	"2019"	"2019"	"Female"	"F"	"7 years"	"7"	196	1966584	10.0
	"2019"	"2019"	"Female"	"F"	"8 years"	"8"	184	1986471	9.3
	"2019"	"2019"	"Female"	"F"	"9 years"	"9"	194	1988726	9.8
	"2019"	"2019"	"Female"	"F"	"10 years"	"10"	189	1989162	9.5
	"2019"	"2019"	"Female"	"F"	"11 years"	"11"	212	2051224	10.3
	"2019"	"2019"	"Female"	"F"	"12 years"	"12"	250	2058568	12.1
	"2019"	"2019"	"Female"	"F"	"13 years"	"13"	293	2042234	14.3
	"2019"	"2019"	"Female"	"F"	"14 years"	"14"	324	2038819	15.9
	"2019"	"2019"	"Female"	"F"	"15 years"	"15"	383	2045739	18.7
	"2019"	"2019"	"Female"	"F"	"16 years"	"16"	445	2034255	21.9
	"2019"	"2019"	"Female"	"F"	"17 years"	"17"	533	2029872	26.3
	"2019"	"2019"	"Female"	"F"	"18 years"	"18"	760	2083442	36.5
	"2019"	"2019"	"Female"	"F"	"19 years"	"19"	776	2115655	36.7
	"2019"	"2019"	"Female"	"F"	"20 years"	"20"	861	2086544	41.3
	"2019"	"2019"	"Female"	"F"	"21 years"	"21"	950	2091237	45.4
	"2019"	"2019"	"Female"	"F"	"22 years"	"22"	973	2103476	46.3
	"2019"	"2019"	"Female"	"F"	"23 years"	"23"	1167	2119886	55.1
	"2019"	"2019"	"Female"	"F"	"24 years"	"24"	1175	2167045	54.2
	"2019"	"2019"	"Female"	"F"	"25 years"	"25"	1271	2213205	57.4
	"2019"	"2019"	"Female"	"F"	"26 years"	"26"	1390	2245334	61.9
	"2019"	"2019"	"Female"	"F"	"27 years"	"27"	1519	2312599	65.7
	"2019"	"2019"	"Female"	"F"	"28 years"	"28"	1628	2366969	68.8
	"2019"	"2019"	"Female"	"F"	"29 years"	"29"	1719	2366339	72.6
	"2019"	"2019"	"Female"	"F"	"30 years"	"30"	1882	2273519	82.8
	"2019"	"2019"	"Female"	"F"	"31 years"	"31"	1943	2220984	87.5
	"2019"	"2019"	"Female"	"F"	"32 years"	"32"	1994	2181619	91.4
	"2019"	"2019"	"Female"	"F"	"33 years"	"33"	2273	2189693	103.8
	"2019"	"2019"	"Female"	"F"	"34 years"	"34"	2208	2210880	99.9
	"2019"	"2019"	"Female"	"F"	"35 years"	"35"	2327	2148244	108.3
	"2019"	"2019"	"Female"	"F"	"36 years"	"36"	2472	2181076	113.3
	"2019"	"2019"	"Female"	"F"	"37 years"	"37"	2626	2180124	120.5
	"2019"	"2019"	"Female"	"F"	"38 years"	"38"	2896	2156217	134.3
	"2019"	"2019"	"Female"	"F"	"39 years"	"39"	3076	2186919	140.7
	"2019"	"2019"	"Female"	"F"	"40 years"	"40"	3011	2058650	146.3
	"2019"	"2019"	"Female"	"F"	"41 years"	"41"	3071	2018752	152.1
	"2019"	"2019"	"Female"	"F"	"42 years"	"42"	3136	2002157	156.6
	"2019"	"2019"	"Female"	"F"	"43 years"	"43"	3370	1940751	173.6
	"2019"	"2019"	"Female"	"F"	"44 years"	"44"	3565	1994174	178.8
	"2019"	"2019"	"Female"	"F"	"45 years"	"45"	3861	1937417	199.3
	"2019"	"2019"	"Female"	"F"	"46 years"	"46"	4261	1970074	216.3
	"2019"	"2019"	"Female"	"F"	"47 years"	"47"	4786	2052817	233.1
	"2019"	"2019"	"Female"	"F"	"48 years"	"48"	5542	2168043	255.6
	"2019"	"2019"	"Female"	"F"	"49 years"	"49"	5931	2184045	271.6
	"2019"	"2019"	"Female"	"F"	"50 years"	"50"	6211	2071196	299.9
	"2019"	"2019"	"Female"	"F"	"51 years"	"51"	6545	2027460	322.8
	"2019"	"2019"	"Female"	"F"	"52 years"	"52"	7183	2033163	353.3
	"2019"	"2019"	"Female"	"F"	"53 years"	"53"	8043	2067526	389.0
	"2019"	"2019"	"Female"	"F"	"54 years"	"54"	9183	2191195	419.1
	"2019"	"2019"	"Female"	"F"	"55 years"	"55"	10259	2236979	458.6
	"2019"	"2019"	"Female"	"F"	"56 years"	"56"	11173	2235893	499.7
	"2019"	"2019"	"Female"	"F"	"57 years"	"57"	12317	2230590	552.2
	"2019"	"2019"	"Female"	"F"	"58 years"	"58"	13439	2259796	594.7
	"2019"	"2019"	"Female"	"F"	"59 years"	"59"	14210	2271644	625.5
	"2019"	"2019"	"Female"	"F"	"60 years"	"60"	15391	2199986	699.6
	"2019"	"2019"	"Female"	"F"	"61 years"	"61"	16341	2187221	747.1
	"2019"	"2019"	"Female"	"F"	"62 years"	"62"	17321	2165425	799.9
	"2019"	"2019"	"Female"	"F"	"63 years"	"63"	17837	2090246	853.3
	"2019"	"2019"	"Female"	"F"	"64 years"	"64"	18724	2071538	903.9
	"2019"	"2019"	"Female"	"F"	"65 years"	"65"	19046	1991169	956.5
	"2019"	"2019"	"Female"	"F"	"66 years"	"66"	19793	1914181	1034.0
	"2019"	"2019"	"Female"	"F"	"67 years"	"67"	20479	1836574	1115.1
	"2019"	"2019"	"Female"	"F"	"68 years"	"68"	21517	1781346	1207.9
	"2019"	"2019"	"Female"	"F"	"69 years"	"69"	22639	1731958	1307.1
	"2019"	"2019"	"Female"	"F"	"70 years"	"70"	24422	1674584	1458.4
	"2019"	"2019"	"Female"	"F"	"71 years"	"71"	26607	1647705	1614.8
	"2019"	"2019"	"Female"	"F"	"72 years"	"72"	29424	1707812	1722.9
	"2019"	"2019"	"Female"	"F"	"73 years"	"73"	25287	1259662	2007.4
	"2019"	"2019"	"Female"	"F"	"74 years"	"74"	26098	1238863	2106.6
	"2019"	"2019"	"Female"	"F"	"75 years"	"75"	28571	1199896	2381.1
	"2019"	"2019"	"Female"	"F"	"76 years"	"76"	31604	1218702	2593.3
	"2019"	"2019"	"Female"	"F"	"77 years"	"77"	30493	1056331	2886.7
	"2019"	"2019"	"Female"	"F"	"78 years"	"78"	30611	960647	3186.5
	"2019"	"2019"	"Female"	"F"	"79 years"	"79"	31718	898590	3529.8
	"2019"	"2019"	"Female"	"F"	"80 years"	"80"	33085	831640	3978.3
	"2019"	"2019"	"Female"	"F"	"81 years"	"81"	34649	788013	4397.0
	"2019"	"2019"	"Female"	"F"	"82 years"	"82"	35705	715575	4989.7
	"2019"	"2019"	"Female"	"F"	"83 years"	"83"	37703	671025	5618.7
	"2019"	"2019"	"Female"	"F"	"84 years"	"84"	38788	631230	6144.8
	"2019"	"2019"	"Female"	"F"	"85 years"	"85"	38617	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"86 years"	"86"	40701	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"87 years"	"87"	42209	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"88 years"	"88"	43076	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"89 years"	"89"	44433	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"90 years"	"90"	43295	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"91 years"	"91"	42575	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"92 years"	"92"	40611	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"93 years"	"93"	37326	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"94 years"	"94"	34401	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"95 years"	"95"	29725	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"96 years"	"96"	25132	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"97 years"	"97"	20719	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"98 years"	"98"	16217	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"99 years"	"99"	11769	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"100+ years"	"100"	24775	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"< 1 year"	"0"	11674	1935117	603.3
	"2019"	"2019"	"Male"	"M"	"1 year"	"1"	825	1958585	42.1
	"2019"	"2019"	"Male"	"M"	"2 years"	"2"	515	2005544	25.7
	"2019"	"2019"	"Male"	"M"	"3 years"	"3"	390	2043010	19.1
	"2019"	"2019"	"Male"	"M"	"4 years"	"4"	311	2066951	15.0
	"2019"	"2019"	"Male"	"M"	"5 years"	"5"	291	2061200	14.1
	"2019"	"2019"	"Male"	"M"	"6 years"	"6"	266	2052956	13.0
	"2019"	"2019"	"Male"	"M"	"7 years"	"7"	243	2055735	11.8
	"2019"	"2019"	"Male"	"M"	"8 years"	"8"	251	2079723	12.1
	"2019"	"2019"	"Male"	"M"	"9 years"	"9"	239	2073148	11.5
	"2019"	"2019"	"Male"	"M"	"10 years"	"10"	291	2071778	14.0
	"2019"	"2019"	"Male"	"M"	"11 years"	"11"	324	2138037	15.2
	"2019"	"2019"	"Male"	"M"	"12 years"	"12"	351	2149819	16.3
	"2019"	"2019"	"Male"	"M"	"13 years"	"13"	394	2132987	18.5
	"2019"	"2019"	"Male"	"M"	"14 years"	"14"	536	2125640	25.2
	"2019"	"2019"	"Male"	"M"	"15 years"	"15"	754	2129720	35.4
	"2019"	"2019"	"Male"	"M"	"16 years"	"16"	1040	2116165	49.1
	"2019"	"2019"	"Male"	"M"	"17 years"	"17"	1353	2112553	64.0
	"2019"	"2019"	"Male"	"M"	"18 years"	"18"	1972	2172385	90.8
	"2019"	"2019"	"Male"	"M"	"19 years"	"19"	2242	2214784	101.2
	"2019"	"2019"	"Male"	"M"	"20 years"	"20"	2452	2183139	112.3
	"2019"	"2019"	"Male"	"M"	"21 years"	"21"	2871	2187086	131.3
	"2019"	"2019"	"Male"	"M"	"22 years"	"22"	2909	2195296	132.5
	"2019"	"2019"	"Male"	"M"	"23 years"	"23"	2979	2221758	134.1
	"2019"	"2019"	"Male"	"M"	"24 years"	"24"	3176	2277473	139.5
	"2019"	"2019"	"Male"	"M"	"25 years"	"25"	3481	2325853	149.7
	"2019"	"2019"	"Male"	"M"	"26 years"	"26"	3696	2365886	156.2
	"2019"	"2019"	"Male"	"M"	"27 years"	"27"	3864	2421270	159.6
	"2019"	"2019"	"Male"	"M"	"28 years"	"28"	4129	2451756	168.4
	"2019"	"2019"	"Male"	"M"	"29 years"	"29"	4272	2439805	175.1
	"2019"	"2019"	"Male"	"M"	"30 years"	"30"	4301	2340865	183.7
	"2019"	"2019"	"Male"	"M"	"31 years"	"31"	4282	2281327	187.7
	"2019"	"2019"	"Male"	"M"	"32 years"	"32"	4269	2239886	190.6
	"2019"	"2019"	"Male"	"M"	"33 years"	"33"	4410	2243280	196.6
	"2019"	"2019"	"Male"	"M"	"34 years"	"34"	4647	2249252	206.6
	"2019"	"2019"	"Male"	"M"	"35 years"	"35"	4671	2167622	215.5
	"2019"	"2019"	"Male"	"M"	"36 years"	"36"	4854	2191368	221.5
	"2019"	"2019"	"Male"	"M"	"37 years"	"37"	5066	2181162	232.3
	"2019"	"2019"	"Male"	"M"	"38 years"	"38"	5281	2149359	245.7
	"2019"	"2019"	"Male"	"M"	"39 years"	"39"	5369	2195430	244.6
	"2019"	"2019"	"Male"	"M"	"40 years"	"40"	5628	2046663	275.0
	"2019"	"2019"	"Male"	"M"	"41 years"	"41"	5385	2001502	269.0
	"2019"	"2019"	"Male"	"M"	"42 years"	"42"	5655	1972584	286.7
	"2019"	"2019"	"Male"	"M"	"43 years"	"43"	5558	1913289	290.5
	"2019"	"2019"	"Male"	"M"	"44 years"	"44"	5969	1973101	302.5
	"2019"	"2019"	"Male"	"M"	"45 years"	"45"	6309	1900492	332.0
	"2019"	"2019"	"Male"	"M"	"46 years"	"46"	6937	1919298	361.4
	"2019"	"2019"	"Male"	"M"	"47 years"	"47"	7793	2005221	388.6
	"2019"	"2019"	"Male"	"M"	"48 years"	"48"	8843	2114614	418.2
	"2019"	"2019"	"Male"	"M"	"49 years"	"49"	9476	2145730	441.6
	"2019"	"2019"	"Male"	"M"	"50 years"	"50"	9940	2025376	490.8
	"2019"	"2019"	"Male"	"M"	"51 years"	"51"	10653	1976883	538.9
	"2019"	"2019"	"Male"	"M"	"52 years"	"52"	11605	1968619	589.5
	"2019"	"2019"	"Male"	"M"	"53 years"	"53"	12550	2001325	627.1
	"2019"	"2019"	"Male"	"M"	"54 years"	"54"	14741	2114408	697.2
	"2019"	"2019"	"Male"	"M"	"55 years"	"55"	16534	2137586	773.5
	"2019"	"2019"	"Male"	"M"	"56 years"	"56"	17793	2125123	837.3
	"2019"	"2019"	"Male"	"M"	"57 years"	"57"	19341	2111795	915.9
	"2019"	"2019"	"Male"	"M"	"58 years"	"58"	20908	2125774	983.5
	"2019"	"2019"	"Male"	"M"	"59 years"	"59"	22479	2142211	1049.3
	"2019"	"2019"	"Male"	"M"	"60 years"	"60"	23299	2052677	1135.1
	"2019"	"2019"	"Male"	"M"	"61 years"	"61"	25181	2027951	1241.7
	"2019"	"2019"	"Male"	"M"	"62 years"	"62"	26654	1991220	1338.6
	"2019"	"2019"	"Male"	"M"	"63 years"	"63"	27524	1905842	1444.2
	"2019"	"2019"	"Male"	"M"	"64 years"	"64"	28212	1879040	1501.4
	"2019"	"2019"	"Male"	"M"	"65 years"	"65"	29113	1783428	1632.4
	"2019"	"2019"	"Male"	"M"	"66 years"	"66"	29767	1703888	1747.0
	"2019"	"2019"	"Male"	"M"	"67 years"	"67"	30240	1627863	1857.7
	"2019"	"2019"	"Male"	"M"	"68 years"	"68"	30695	1564129	1962.4
	"2019"	"2019"	"Male"	"M"	"69 years"	"69"	31123	1520465	2046.9
	"2019"	"2019"	"Male"	"M"	"70 years"	"70"	32921	1462120	2251.6
	"2019"	"2019"	"Male"	"M"	"71 years"	"71"	34789	1435378	2423.7
	"2019"	"2019"	"Male"	"M"	"72 years"	"72"	37706	1483236	2542.1
	"2019"	"2019"	"Male"	"M"	"73 years"	"73"	31566	1074771	2937.0
	"2019"	"2019"	"Male"	"M"	"74 years"	"74"	32327	1044301	3095.6
	"2019"	"2019"	"Male"	"M"	"75 years"	"75"	34576	998390	3463.2
	"2019"	"2019"	"Male"	"M"	"76 years"	"76"	37415	1003690	3727.7
	"2019"	"2019"	"Male"	"M"	"77 years"	"77"	35401	854930	4140.8
	"2019"	"2019"	"Male"	"M"	"78 years"	"78"	34513	760170	4540.2
	"2019"	"2019"	"Male"	"M"	"79 years"	"79"	34591	701319	4932.3
	"2019"	"2019"	"Male"	"M"	"80 years"	"80"	35264	643638	5478.9
	"2019"	"2019"	"Male"	"M"	"81 years"	"81"	35972	593628	6059.7
	"2019"	"2019"	"Male"	"M"	"82 years"	"82"	35419	525766	6736.6
	"2019"	"2019"	"Male"	"M"	"83 years"	"83"	35821	480165	7460.1
	"2019"	"2019"	"Male"	"M"	"84 years"	"84"	36128	436527	8276.2
	"2019"	"2019"	"Male"	"M"	"85 years"	"85"	34590	Not Applicable	Not Applicable
